escena_numero;escena_locacion;momento;intencion_dramatica;ritmo;plano_numero;tipo_plano;descripcion_plano;accion_principal;camara_movimiento;sonido_transicion;elementos_necesarios;notas_produccion
22b;EXT. CLARO DE BOSQUE / ISLA TIERRA DEL FUEGO;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;22b.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Pinturas tari";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
22b;EXT. CLARO DE BOSQUE / ISLA TIERRA DEL FUEGO;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;22b.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
23;EXT. BOSQUE / ISLA TIERRA DEL FUEGO;DÍA;Cierre luminoso: comunidad en movimiento, cambio de liderazgo y equilibrio restaurado.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;23.01;PG / Plano general;Plano general de ubicación para orientar geografía y clima emocional.;Plano general de ubicación para orientar geografía y clima emocional.;Cámara funcional al eje dramático;Ladridos y respiración animal en primer plano para amenaza cercana.;Fogata/fuego FX;"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
23;EXT. BOSQUE / ISLA TIERRA DEL FUEGO;DÍA;Cierre luminoso: comunidad en movimiento, cambio de liderazgo y equilibrio restaurado.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;23.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;Ladridos y respiración animal en primer plano para amenaza cercana.;"Fogata/fuego FX; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
23;EXT. BOSQUE / ISLA TIERRA DEL FUEGO;DÍA;Cierre luminoso: comunidad en movimiento, cambio de liderazgo y equilibrio restaurado.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;23.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;Ladridos y respiración animal en primer plano para amenaza cercana.;"Fogata/fuego FX; Pinturas tari";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
23;EXT. BOSQUE / ISLA TIERRA DEL FUEGO;DÍA;Cierre luminoso: comunidad en movimiento, cambio de liderazgo y equilibrio restaurado.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;23.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;Ladridos y respiración animal en primer plano para amenaza cercana.;Fogata/fuego FX;"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
24;EXT. CLARO DE BOSQUE;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;24.01;Plano narrativo;Plano de presentación grotesca: composición simétrica de estancia/oficina como territorio de control.;composición simétrica de estancia/oficina como territorio de control.;Cámara funcional al eje dramático;"Ladridos y respiración animal en primer plano para amenaza cercana. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
24;EXT. CLARO DE BOSQUE;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;24.02;PP / Primer plano;PP de comida, grasa, armas y trofeos para asociar apetito con violencia.;PP de comida, grasa, armas y trofeos para asociar apetito con violencia.;Cámara funcional al eje dramático;"Ladridos y respiración animal en primer plano para amenaza cercana. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Rifles/armas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
24;EXT. CLARO DE BOSQUE;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;24.03;Contrapicado;"Contrapicado leve de Maclennan cuando amenaza; Peduzzi en plano más bajo y nervioso.";"Contrapicado leve de Maclennan cuando amenaza; Peduzzi en plano más bajo y nervioso.";Contrapicado, Picado;"Ladridos y respiración animal en primer plano para amenaza cercana. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Peduzzi; Maclennan";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
24;EXT. CLARO DE BOSQUE;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;24.04;Insert;Insert de ovejas pintadas como remate cómico antes de subir la amenaza.;Insert de ovejas pintadas como remate cómico antes de subir la amenaza.;Cámara funcional al eje dramático;"Ladridos y respiración animal en primer plano para amenaza cercana. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Sol/luz cálida; Ovejas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
24;EXT. CLARO DE BOSQUE;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;24.05;Plano narrativo;Corte brusco a chimenea/humo como presagio oscuro.;Corte brusco a chimenea/humo como presagio oscuro.;Cámara funcional al eje dramático;"Ladridos y respiración animal en primer plano para amenaza cercana. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Humo/ceniza; Sol/luz cálida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
25;EXT. PASTIZAL / ISLA TIERRA DEL FUEGO;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;25.01;Plano narrativo;Plano de presentación grotesca: composición simétrica de estancia/oficina como territorio de control.;composición simétrica de estancia/oficina como territorio de control.;Cámara funcional al eje dramático;Ladridos y respiración animal en primer plano para amenaza cercana. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
25;EXT. PASTIZAL / ISLA TIERRA DEL FUEGO;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;25.02;PP / Primer plano;PP de comida, grasa, armas y trofeos para asociar apetito con violencia.;PP de comida, grasa, armas y trofeos para asociar apetito con violencia.;Cámara funcional al eje dramático;Ladridos y respiración animal en primer plano para amenaza cercana. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Rifles/armas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
25;EXT. PASTIZAL / ISLA TIERRA DEL FUEGO;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;25.03;Contrapicado;"Contrapicado leve de Maclennan cuando amenaza; Peduzzi en plano más bajo y nervioso.";"Contrapicado leve de Maclennan cuando amenaza; Peduzzi en plano más bajo y nervioso.";Contrapicado, Picado;Ladridos y respiración animal en primer plano para amenaza cercana. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Peduzzi; Maclennan";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
25;EXT. PASTIZAL / ISLA TIERRA DEL FUEGO;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;25.04;Insert;Insert de ovejas pintadas como remate cómico antes de subir la amenaza.;Insert de ovejas pintadas como remate cómico antes de subir la amenaza.;Cámara funcional al eje dramático;Ladridos y respiración animal en primer plano para amenaza cercana. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Ovejas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
25;EXT. PASTIZAL / ISLA TIERRA DEL FUEGO;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;25.05;Plano narrativo;Corte brusco a chimenea/humo como presagio oscuro.;Corte brusco a chimenea/humo como presagio oscuro.;Cámara funcional al eje dramático;Ladridos y respiración animal en primer plano para amenaza cercana. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Humo/ceniza; Sol/luz cálida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
26;EXT. SOBRE EL ÁRBOL TORCIDO / PASTIZAL;DÍA;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;26.01;Plano narrativo;"Plano ritual con figuras de soortes distribuidas por cardinales; eje geométrico claro.";"Plano ritual con figuras de soortes distribuidas por cardinales; eje geométrico claro.";Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Árbol torcido; Soortes";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
26;EXT. SOBRE EL ÁRBOL TORCIDO / PASTIZAL;DÍA;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;26.02;Plano narrativo;Cámara baja alrededor del fuego para deformar sombras y aumentar miedo.;Cámara baja alrededor del fuego para deformar sombras y aumentar miedo.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Árbol torcido; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
26;EXT. SOBRE EL ÁRBOL TORCIDO / PASTIZAL;DÍA;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;26.03;Plano narrativo;"Combate con planos medios amplios para leer coreografía; cortes solo en impactos.";"Combate con planos medios amplios para leer coreografía; cortes solo en impactos.";Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Árbol torcido";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
26;EXT. SOBRE EL ÁRBOL TORCIDO / PASTIZAL;DÍA;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;26.04;PP / Primer plano;PP de Uky al romper la máscara: sorpresa y traición afectiva.;sorpresa y traición afectiva.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Árbol torcido; Uky; Máscaras/vestuario ritual";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
26;EXT. SOBRE EL ÁRBOL TORCIDO / PASTIZAL;DÍA;"Contraponer rito, linaje y miedo interno; Uky enfrenta lo que la comunidad espera de él.";Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;26.05;Plano narrativo;"Plano de Xo’om imponiendo silencio; transición hacia prueba de caza con caída emocional.";"Plano de Xo’om imponiendo silencio; transición hacia prueba de caza con caída emocional.";Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Árbol torcido; Xo’om";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
